PID,total_distance,gross_tax
0103170000,10014858562.688143,8015.29
0103173000,45081088607.4012,10414.34
0103174000,24570925802.939953,7347.26
0103175000,14141323390.43066,7256.96
0103176000,5111821424539.53,9245.82
0103177000,7515312406.357248,8101.25
0103178000,9170755832424.336,9788.74
0103179000,10014858562.688143,12751.36
0103180000,348336716923.0116,9044.54
0103181000,10984822547.47399,9808.32
0103182000,10978368502.225533,8935.74
0103184000,5259256314.83003,9970.43
0103185000,5048379061.549002,13916.61
0103186000,14503974977.506239,9476.48
0103187000,10942310095.279432,12856.89
0103188000,11974081399.442766,12673.02
0103189000,15195976183.827173,7286.34
0103190000,10905275568.303322,8529.92
0103193000,28490131325.509666,9375.3
0103194000,28490131325.509666,8312.32
0103195000,14971472268.752697,7988.1
0103198000,10878836699.250061,6501.89
0103199000,10014858562.688143,6759.74
0103205000,5414171494743.856,10078.14
0103206000,10996398556.184763,8733.38
0103207000,59305026286.65499,9363.33
0103208000,5301301257.919181,9750.66
0103218000,10971648774.74681,8610.43
0103219000,13782717501.956152,9598.34
0103221000,10993317425.79334,4074.56
0103222000,11004604328.26477,7168.83
0103223000,8293826892.823849,8737.73
0103227000,28077316727.15121,8922.69
0103228000,11041590997.244371,9053.25
0103229000,11049240377.136175,11532.8
0103230000,6784333048.004381,9480.83
0103232000,11068398293.033543,9153.34
0103234000,5628657365.259268,9008.64
0103235000,20411931081.20311,9339.39
0103240000,11152338274.667492,11416.38
0103242000,11129228679.875824,11842.88
0103246000,11080725909.034248,9483.01
0103247000,11074906709.309956,9162.05
0103248000,21071141101.10604,10294.66
0103249000,9797297792.692623,13165.89
0103254000,11027812952.430151,7366.85
0103255000,11023636595.135927,9948.67
0103256000,11015209042.807407,7858.62
0103257000,5561396544.956842,8270.98
0103262000,11071478975.244305,10629.76
0103266000,10956532315.442022,13551.04
0103268000,10643441011.824339,10207.62
0103270000,11143094940.657476,10878.91
0103272000,11154895847.884117,10268.54
0103283000,10014858562.688143,9206.66
0103284000,14927611329.44258,8953.15
0103290000,11223463630.321756,11344.57
0103291000,10488535441.550928,8809.54
0103295000,11165306787.905012,8609.34
0103297000,10643441011.824339,7345.09
0103299000,11142567327.385315,7804.22
0103301000,11135424151.59752,6789.12
0103307000,11100632457.83296,9206.65
0103309000,11089663718.643953,8392.83
0103310000,11083785781.665455,9065.21
0103314000,10014858562.688143,9512.38
0103325010,11414565320.074419,9727.81
0103334000,11414565320.074419,11146.56
0103338000,14855111375.872692,8237.25
0103344000,21821751791.332527,9677.76
0103345000,6108179918.380704,11088.9
0103346000,10985497435.921883,9496.06
0103350000,10957304118.150467,7766.14
0103385000,10881817233.697714,11430.53
0103386000,10889071292.417187,10817.98
0103393000,33037772543.37123,9707.13
0103394000,10014858562.688143,9558.08
0103396000,10950982569.630325,8440.7
0103401000,10981452223.337185,10218.5
0103402000,10989557555.06679,9360.06
0103406000,11014102231.050137,6755.39
0103413000,10696215229.582376,9788.73
0103417050,10643820901.790592,10387.14
0103417100,10638618459.000912,9941.06
0103418000,12071895141.755505,7367.94
0103425000,16854197315.079714,6986.05
0103427001,10601420024.209883,7858.62
0103428000,10598800493.965324,6695.55
0103437000,10615784539.756268,9443.84
0103438000,15812189580.115868,9757.18
0103439000,10628993124.70506,8441.79
0103444000,5301301257.919181,12407.55
0103446000,10677555733.7978,11282.56
0103447000,10014858562.688143,9674.49
0103448000,1269374517293.892,9973.7
0103449000,14848477131.240658,10554.69
0103453000,10014858562.688143,7716.1
0103454000,10722709721.972952,8208.96
0103455000,5048379061.549002,8116.48
0103456000,10731008155.822306,7516.99
0103457000,10735446349.580204,8103.42
0103458000,10740306750.705334,9600.51
0103459000,10744097820.760162,8081.66
0103460000,14760092728.807161,7716.1
0103461000,14760092728.807161,8042.5
0103462000,10757920674.860146,7890.18
0103465000,10775083272.406708,9678.85
0103467000,18531762326.547142,12267.2
0103470000,10775672162.011984,10826.69
0103478000,10789971919.028986,9108.74
0103479000,10784589997.509754,8231.81
0103482000,35819263625.52239,8043.58
0103483000,35819263625.52239,7818.37
0103484000,32933009127.261196,9508.03
0103485000,10752343197.387615,9473.21
0103487000,8908004578.698889,10395.84
0103489000,10710713847.00922,10965.95
0103490000,33975359234.245728,13901.37
0103491000,10695114096.197964,8337.34
0103492000,10683215738.64665,7713.92
0103496000,17485524327.354,10512.26
0103497000,10676883071.20049,11818.94
0103499000,10692911101.67973,13007.04
0103501000,10713797387.681211,11707.97
0103502000,10775721882.731373,10851.71
0103505000,10739399336.74107,9489.53
0103507000,10754087761.864086,10868.03
0103508000,10643441011.824339,10594.94
0103519000,28182085135.745556,10200.0
0103520000,10833911784.31629,8913.98
0103523000,10014858562.688143,12120.32
0103524000,10861173135.200182,9343.74
0103530000,10861906423.511137,7624.7
0103531000,10849224939.777906,9776.77
0103533000,21821751791.332527,11640.51
0103537000,24800939830.87487,10930.05
0103539000,10804910340.934519,9501.5
0103540000,10798194502.06559,8964.03
0103541000,10792725956.496855,9444.93
0103543000,10014858562.688143,7254.78
0103546000,4828753965.168884,8814.98
0103549000,23630167657.986626,11209.66
0103550000,5301301257.919181,8918.34
0103551000,10721994313.486872,8974.91
0103552000,12848317169.746325,9576.58
0103554000,10755212360.537115,12008.26
0103557000,29887269845.23412,12069.18
0103558000,10014858562.688143,9480.83
0103559000,10014858562.688143,9588.54
0103563000,9797297792.692623,8321.02
0103563005,10014858562.688143,6986.05
0103564000,10014858562.688143,7119.87
0103564020,10014858562.688143,7922.82
0103582020,10014858562.688143,8675.71
0103584000,10014858562.688143,6247.3
0103585010,10014858562.688143,6139.58
0103589000,10719825319.967184,7784.64
0103593000,10618797319.728104,8329.73
0103601000,5301301257.919181,10727.68
0103602000,10656048221.974318,8721.41
0103604000,10636970012.69207,10671.1
0103605000,10607768743.043919,9316.54
0103606000,10600720437.101564,8995.58
0103618000,10014858562.688143,10121.66
0103621000,10441632652.216974,9492.8
0103622000,10431583241.889326,14750.01
0103623000,10424072001.42094,7794.43
0103624000,10431583241.889326,10624.32
0103625000,10417206417.112972,10203.26
0103626000,10403256527.903477,11772.16
0103628000,5826818472.843267,11074.75
0103630000,29887269845.23412,14150.53
0103640000,656781514943.8677,9357.89
0103641000,10398837337.840906,11368.51
0103642000,9586290433.762701,8385.22
0103643000,9586290433.762701,8440.7
0103648000,6535938096672.491,12958.08
PID,total_distance,gross_tax
0103648004,10285068574.710957,10940.93
0103692000,10789450944.547018,11652.48
0103721000,348336716923.0116,9568.96
0103722000,10014858562.688143,10156.48
0103723000,10014858562.688143,4932.99
0103724000,10014858562.688143,9257.79
0103725000,25980958968.149937,6959.94
0103726000,10014858562.688143,8405.89
0103727000,10014858562.688143,8865.02
0103728000,17304844923.947826,8533.18
0103730000,6535938096672.491,11281.47
0103731000,10014858562.688143,8053.37
0103732000,10014858562.688143,8768.19
0103736000,10014858562.688143,11795.01
0103739000,10014858562.688143,7879.29
0103740000,10014858562.688143,7820.54
0103741000,10014858562.688143,8739.9
0103748000,10014858562.688143,7235.2
0103749000,10014858562.688143,11707.97
0103750000,10014858562.688143,9325.25
0103751000,6535938096672.491,7457.15
0103752000,10014858562.688143,6772.8
0103753000,10014858562.688143,5841.47
0103754000,10014858562.688143,7720.45
0103756000,13694537939.42989,10932.22
0103757000,10280364826.297394,8529.92
0103758000,56949880334.60024,8227.45
0103759000,10263174485.599838,9427.52
0103760000,10254572791.711882,9465.6
0103762000,10237128816.438807,8658.3
0103765000,21139931442.739746,8675.71
PID,total_distance,gross_tax
0103767000,10183594751.901003,9315.45
0103768000,10175077518.906725,7546.37
0103769000,10166837103.82805,8401.54
0103770000,19514617041.90784,7629.05
0103786000,10031741088.502916,8529.92
0103789000,10010470464.108133,8836.74
0103790000,10003533840.16426,7674.75
0103791000,10537865156.376091,9524.35
0103792000,10537865156.376091,8769.28
0103798000,8239099624.503491,10085.76
0103799000,13694537939.42989,10698.3
0103800000,13694537939.42989,12410.82
0103801000,9913594376.716997,9955.2
0103802000,12213437292.078861,9039.1
0103803000,9898623501.59299,9500.41
0103804000,348336716923.0116,8524.48
0103805000,9884666589.12843,9368.77
0103806000,120797899671.54042,9203.39
0103807000,10629396402.767,7550.72
0103808000,9863368493.365747,7876.03
0103810000,1326282712057.9487,8153.47
0103811000,15111277113.878588,8471.17
0103812000,9835658998.405344,7757.44
0103819000,10014858562.688143,7829.25
0103820000,9586290433.762701,9049.98
0103821000,13293238349.017075,7883.65
0103822000,13207636161.5738,7964.16
0103823000,6535938096672.491,10412.16
0103825000,6535938096672.491,9840.96
0103826000,9586290433.762701,8343.87
0103828000,10014858562.688143,12864.51
0103832000,10014858562.688143,12287.87
0103834000,10014858562.688143,9250.18
0103835000,10670382707.173712,9245.82
0103838000,31471058729.72356,10512.26
0103839000,10014858562.688143,10267.46
0103841000,9148321332.69388,11199.87
0103844000,10488535441.550928,10798.4
0103845000,10014858562.688143,10366.46
0103849000,10014858562.688143,6131.97
0103850000,6535938096672.491,7030.66
0103852010,12480052943.407429,12342.27
0103852020,12480052943.407429,12343.36
